id,code,name,user_type_id:id,reconcile,chart_template_id:id
a_6_690100,690100,Penyusutan Bangunan - Kntor,account.data_account_type_expenses,FALSE,l10n_id_nb_chart
a_6_690200,690200,Penyusutan Peralatan dan Perlengkapan Kantor,account.data_account_type_expenses,FALSE,l10n_id_nb_chart
a_6_690300,690300,Penyusutan Kendaraan,account.data_account_type_expenses,FALSE,l10n_id_nb_chart
a_7_700000,700000,PENDAPATAN (BEBAN) LAIN-LAIN,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_710000,710000,PENDAPATAN JASA GIRO,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_710100,710100,"Pendapatan Jasa Giro, Bunga",account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_720000,720000,BEBAN ADMINISTRASI BANK,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_720100,720100,Biaya Jasa Giro,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_720200,720200,Biaya Administrasi Bank,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_730000,730000,PENDAPATAN (BEBAN) LAIN-LAIN,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_730100,730100,Pendapatan Lain - Lain,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_730200,730200,Biaya Lain - Lain,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_740000,740000,PENDAPATAN (BEBAN) BUNGA,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_740100,740100,Pendapatan Bunga Pinjaman,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_740200,740200,Biaya Bunga Pinjaman,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_750000,750000,LABA (RUGI) PENJUALAN ASET,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_750100,750100,Laba (rugi) Bangunan,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
a_7_750200,750200,Laba (rugi) Peralatan Kantor,account.data_account_type_other_income,FALSE,l10n_id_nb_chart
